zpid,numOfPhotos,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,lotSizeSqFt,livingAreaSqFt,numOfPrimarySchools,numOfElementarySchools,numOfMiddleSchools,numOfHighSchools,avgSchoolDistance,avgSchoolRating,avgSchoolSize,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,numOfStories,homeImage
64894449,46,4,5,2,2,0,0,0,0,8189,2111,1,0,1,1,3.066666667,3.666666667,1369,15,3,3,2,64894449_ea0bf1aefd942490641b28a543b6a9e8-p_f.jpg
241930946,36,0,3,1,2,0,0,1,0,5619,2228,1,0,1,1,2.233333333,5.333333333,1506,15,3,4,2,241930946_310dfc2f43443b6080fb8ff199a88675-p_f.jpg
29508337,55,0,7,2,2,1,0,0,0,5662,991,1,0,1,1,1.5,3.333333333,1317,14,2,2,1,29508337_5e7035765327c0e18606f2835ec10fc2-p_f.jpg
241930945,13,0,6,1,1,1,0,0,0,6054,1850,1,0,1,1,2.266666667,5.333333333,1506,15,2,3,1,241930945_1579fa4847ed50248dded4a99e93cffa-p_f.jpg
62576834,20,0,0,1,0,0,0,0,0,4917,1120,1,0,1,1,1.566666667,3.333333333,1317,14,2,3,1,62576834_539b01b10eb6f6693773c33ba83610a5-p_f.jpg
62608311,27,0,5,1,1,1,0,0,0,7143,907,1,0,1,1,2.233333333,4,1436,14,1,2,1,62608311_863bc954df0cb688cb519295e1a2ce2a-p_f.jpg
89548426,31,0,3,2,0,1,0,0,0,5662,1025,1,0,1,1,2.5,5.333333333,1506,15,2,3,1,89548426_3eb3edddb5b285ddeb8bfd2699ba9c0b-p_f.jpg
70335919,35,0,1,2,1,1,0,0,0,3615,2068,1,0,1,1,2.966666667,5.333333333,1506,15,3,3,2,70335919_8b2f0b9146cb16237f4992b245c7f873-p_f.jpg
2083181914,30,0,4,1,1,2,0,0,0,5501,1461,1,0,1,1,3.1,3.666666667,1532,12,2,3,1,2083181914_f6b101299964ab9df0860214a052d387-p_f.jpg
29508774,29,0,3,1,0,0,0,0,0,12196.8,1508,1,0,1,1,2.233333333,4,1436,14,3,3,2,29508774_982a402decff731ec997a2ea835ba896-p_f.jpg
251031413,33,0,4,2,1,2,0,0,0,7405,2755,1,0,1,1,3.3,3.666666667,1532,12,3,3,2,251031413_ad3be0051e3f46c11c0faa154fe02294-p_f.jpg
70357271,26,0,4,1,1,1,0,1,0,4573,1351,1,0,1,1,1.5,3.333333333,1317,14,2,4,1,70357271_9e3d145f155a326de58b9be76d546616-p_f.jpg
70357265,1,0,4,2,0,1,0,1,0,5967,1442,1,0,1,1,1.533333333,3.333333333,1317,14,3,3,2,70357265_084b295fce70a824452060b368b1d599-p_f.jpg
145657409,32,0,4,1,1,1,0,0,0,5749,1678,1,0,1,1,3.266666667,3.666666667,1532,12,2,4,1,145657409_cc248fbb8889f6a4f5dee30c21a48ada-p_f.jpg
29508754,20,0,3,1,2,0,0,0,0,8049,1309,1,0,1,1,2.166666667,4,1436,14,2,4,2,29508754_44911e034040f0dcfb4d89a735170d4b-p_f.jpg
29508740,1,0,4,1,0,1,0,0,0,7143,1135,1,0,1,1,2.166666667,4,1436,14,2,3,1,29508740_07ca36d1674d4014323f562203e920aa-p_f.jpg
70335238,26,0,2,2,0,1,0,0,0,3600,1552,1,0,1,1,1.6,3.333333333,1317,14,3.5,3,2,70335238_a5f1200c0227f844ffb37521118bc7f1-p_f.jpg
70343496,30,0,4,2,0,0,0,0,0,5183,1574,1,0,1,1,2.5,5.333333333,1057,14,2,3,1,70343496_8ce078ea7618a424090c0a2ee7809ce3-p_f.jpg
249878887,2,0,0,2,0,0,0,0,0,7910,1654,1,0,1,1,3.1,3.666666667,1532,12,2,3,1,249878887_df42f1d01ac99fbda5f4675281dd659a-p_f.jpg
63266224,49,0,8,2,3,1,0,1,0,7405,2281,1,0,1,1,2.5,5.333333333,1057,14,3,4,2,63266224_314fd2cce7482c9a180d51498b668c74-p_f.jpg
145656387,21,0,0,2,0,0,0,0,0,7069,2025,1,0,1,1,3.066666667,3.666666667,1532,12,2,4,1,145656387_d24f1e824b9a46a9a82a7587e7aed6a2-p_f.jpg
58311879,26,0,1,1,1,0,0,0,0,6969,1265,1,0,1,1,3.2,3.666666667,1369,15,2,3,1,58311879_6b8887ca970d0bb2073a090e996cef85-p_f.jpg
69811201,33,0,5,2,2,0,0,1,0,5183,1750,1,0,1,1,2.5,5.333333333,1057,14,2,3,1,69811201_6012d98b3b637b835b5b75792165acd3-p_f.jpg
63228681,27,0,4,2,0,0,0,0,0,6133,1961,1,0,1,1,2.633333333,5.333333333,1057,14,2,4,1,63228681_b60d2fd37dabf6e1800f4a649dbb6d25-p_f.jpg
250997669,25,0,3,2,1,1,0,0,0,5619,1850,1,0,1,1,2.233333333,5.333333333,1506,15,2,3,1,250997669_f28b1333f91a71bb1dc36404e77aa83b-p_f.jpg
63300664,28,0,7,2,2,0,0,0,0,5749,2217,1,0,1,1,2.533333333,5.333333333,1057,14,3,3,2,63300664_cc756d44afcc5d179ea0ea3e5cf50806-p_f.jpg
63228660,37,0,4,2,1,1,0,1,0,11761.2,2697,1,0,1,1,2.566666667,5.333333333,1057,14,3,4,2,63228660_905806c6cbea04c1245bd8b650b4122a-p_f.jpg
70334768,25,0,7,3,1,1,0,0,0,5793,2780,1,0,1,1,2.833333333,3.666666667,1369,15,3,4,2,70334768_576474a9b8cbdd3e11e6a5a84e8a5efb-p_f.jpg
63228655,25,0,3,2,2,4,0,0,0,5227,1574,1,0,1,1,2.6,5.333333333,1057,14,2,3,1,63228655_8d07200fa480e2a6fc7b0918c0070548-p_f.jpg
29469854,20,0,4,2,1,1,0,0,0,6446,1506,1,0,1,1,3.1,3.666666667,1369,15,2,3,1,29469854_4745ff5b64d049df52b0e8fafe450b06-p_f.jpg
70343650,31,0,4,1,1,1,0,0,0,5227,2094,1,0,1,1,1.7,5.333333333,1506,15,3,3,2,70343650_db505eb7afc5a8e198758567fba1eb7e-p_f.jpg
80107649,25,0,3,2,1,0,0,0,0,6011,1623,1,0,1,1,2.6,5.333333333,1057,14,3,3,2,80107649_26ace6c06e6e23b60f9a1415db221f48-p_f.jpg
244910343,32,0,2,2,2,1,0,0,0,5749,1879,1,0,1,1,3.433333333,3.666666667,1532,12,2,3,1,244910343_0fa218beabe2e15a0ff4c8879ad02eb7-p_f.jpg
70335147,27,0,3,1,0,0,0,0,0,3789,1445,1,0,1,1,1.533333333,3.333333333,1317,14,3,4,2,70335147_c91a9d8ce0ee3e8709df6acaf69ebcff-p_f.jpg
80104144,31,0,4,2,0,0,0,0,0,10890,1399,1,0,1,1,2.533333333,5.333333333,1057,14,3,3,2,80104144_107260112a15f6b5a99aaf37b77ebf5b-p_f.jpg
145656839,34,0,3,2,1,1,0,0,0,6534,1879,1,0,1,1,3.2,3.666666667,1532,12,2,3,1,145656839_aba32936a9e9fb814a45978f292e55a1-p_f.jpg
63228637,23,0,3,2,2,2,0,0,0,5227,1611,1,0,1,1,2.533333333,5.333333333,1057,14,2,4,1,63228637_4a2e9764cfccca7c738e56734de0c073-p_f.jpg
29508635,26,0,4,1,0,0,0,0,0,6316,1015,1,0,1,1,2.266666667,4,1436,14,2,3,1,29508635_a1f9500e77953fbec25000c5401a86b3-p_f.jpg
63297129,28,0,2,2,0,1,0,0,0,5096,2697,1,0,1,1,2.533333333,5.333333333,1057,14,3,4,2,63297129_b28af5b3c5ad04b81443e8b9c11e327b-p_f.jpg
60135536,57,2,3,2,2,2,0,0,0,6316,1433,1,0,1,1,2.966666667,3.666666667,1369,15,2,3,1,60135536_3c3a92f6468fa838aafd094954a30f33-p_f.jpg
145656829,50,0,5,2,4,2,0,1,0,6664,2320,1,0,1,1,3,3.666666667,1532,12,3,4,1,145656829_41db4147207cae919ff81c499dae0381-p_f.jpg
63228625,28,0,7,1,1,0,0,0,0,5662,1655,1,0,1,1,2.6,5.333333333,1057,14,2,3,1,63228625_31e0cc3bc914f0a9248c1856cb72b607-p_f.jpg
29512108,27,0,1,2,0,1,0,0,0,10149,892,1,0,1,1,2.366666667,5.333333333,1057,14,1,3,1,29512108_fb09ff7a2a787cb42161436f8acf387c-p_f.jpg
89545807,19,0,4,2,1,0,0,0,0,4225,1735,1,0,1,1,2.433333333,5.333333333,1506,15,3,4,2,89545807_b968d1f1b27719449443dde862d905c5-p_f.jpg
63234602,18,0,4,1,0,2,0,0,0,8058,1686,1,0,1,1,2.566666667,5.333333333,1057,14,2,3,1,63234602_de06e1683c880fd422922ecba0e52452-p_f.jpg
58311806,20,0,2,1,0,0,0,0,0,5749,1326,1,0,1,1,3.033333333,3.666666667,1369,15,2,3,1,58311806_a1d97e0a05311acd444b7736023072b1-p_f.jpg
29512101,13,0,1,2,1,0,0,0,0,11761.2,1040,1,0,1,1,2.4,5.333333333,1057,14,2,3,1,29512101_fcc5a1098881434f87cf9df252aa5143-p_f.jpg
29468803,46,0,3,2,3,1,0,0,0,9801,1404,1,0,1,1,1.666666667,3.666666667,1354,14,2,3,1,29468803_6d9985c80eee1961ec9d034e6f9123f1-p_f.jpg
70343597,22,0,4,1,1,0,0,0,0,6534,1891,1,0,1,1,1.666666667,5.333333333,1506,15,3,4,1,70343597_892b0e387811d197e9c3b5850207e74a-p_f.jpg
29512095,28,0,2,1,0,1,0,0,0,14374.8,1566,1,0,1,1,2.333333333,5.333333333,1057,14,2,3,1,29512095_ba08d289740c6d0699e23dc0d27e90b8-p_f.jpg
70343593,23,0,2,1,0,0,0,0,0,5488,1763,1,0,1,1,1.7,5.333333333,1506,15,2,3,1,70343593_c3ec813730afb79c5e2d2dc0edcb2527-p_f.jpg
29512092,1,0,2,0,0,0,0,0,0,19166.4,1533,1,0,1,1,2.366666667,5.333333333,1057,14,2,3,2,29512092_94b871bd1420312f0afd71d6a2f06ff7-p_f.jpg
29469794,1,0,8,1,1,2,0,1,0,7214,1441,1,0,1,1,2.933333333,3.666666667,1369,15,2,4,1,29469794_7651828ae64207602d5dc9839edd8539-p_f.jpg
58311787,1,0,0,2,1,0,0,0,0,5749,1586,1,0,1,1,2.9,3.666666667,1369,15,3,3,2,58311787_5dfbfb61eb65cf5f230ca55d38496d20-p_f.jpg
70343566,61,0,4,2,0,0,0,0,0,6403,2470,1,0,1,1,2.633333333,5.333333333,1057,14,3,4,2,70343566_86c673f9f5e3428d3a4711dd05311980-p_f.jpg
305429057,80,0,2,2,2,2,0,1,0,8102,2277,1,0,1,1,2.233333333,5.333333333,1506,15,3,4,1,305429057_e758053e7b68fb913fb5522d4a6dbcd9-p_f.jpg
70334781,24,0,6,2,0,0,0,0,0,5802,1231,1,0,1,1,2.866666667,3.666666667,1369,15,2,3,1,70334781_1d242e4813af09d25eff3508d524b011-p_f.jpg
251031486,24,0,6,2,1,3,0,1,0,7492,1891,1,0,1,1,2.433333333,5.333333333,1506,15,2,4,1,251031486_643c93c7925215ba09be1cbdbf9a6e88-p_f.jpg
29512044,39,0,5,2,0,0,0,0,0,34848,1512,1,0,1,1,2.266666667,5.333333333,1057,14,3,3,2,29512044_af0cab832699c41255c0d3548ef20d9d-p_f.jpg
80108476,28,0,1,2,1,0,0,0,0,5183,2125,1,0,1,1,2.2,5.333333333,1506,15,3,4,2,80108476_f5723088691b001809772ec31832c302-p_f.jpg
145655499,22,0,0,2,0,0,0,0,0,6050,1779,1,0,1,1,3.066666667,3.666666667,1532,12,3,3,2,145655499_7549d4c97dc40f17d5f76b72c969a7b5-p_f.jpg
119624975,28,0,3,1,2,2,0,0,0,5749,1535,1,0,1,1,2.333333333,5.333333333,1506,15,2,3,1,119624975_33b867960e62d10ee99d75f4b872904f-p_f.jpg
70343531,38,0,4,2,7,4,0,0,0,5183,1919,1,0,1,1,2.466666667,5.333333333,1057,14,3,4,2,70343531_dd4a050db3b64a3d9270784faf299769-p_f.jpg
70343521,33,0,3,1,2,1,0,0,0,12196.8,2281,1,0,1,1,2.7,5.333333333,1057,14,3,4,2,70343521_72146b1870e2468fcb8603f352f729ac-p_f.jpg
305426965,34,0,4,2,1,3,0,1,0,8407,2696,1,0,1,1,2.333333333,5.333333333,1506,15,3,5,2,305426965_f00a30df709ce9b333397b6eb4af91d6-p_f.jpg
114406960,26,0,1,2,1,0,0,0,0,4617,1705,1,0,1,1,2.2,5.333333333,1506,15,3,3,2,114406960_1c5c2dbe0863ba4c2c6bbe1bf1a6b1b8-p_f.jpg
70343510,30,0,4,2,0,1,0,0,0,7100,2470,1,0,1,1,2.566666667,5.333333333,1057,14,3,4,2,70343510_d8d57ab46b1547792688ae248a4860df-p_f.jpg
63722509,28,0,6,2,3,1,0,0,0,5052,1574,1,0,1,1,2.5,5.333333333,1057,14,2,3,1,63722509_a7078f270ed6146962c3327e92d58181-p_f.jpg
241930770,21,0,7,2,2,1,0,2,0,4660,1952,1,0,1,1,2.266666667,5.333333333,1506,15,3,3,2,241930770_597a6c78c36a1badadbb53103bd6f4b5-p_f.jpg
29505506,45,0,1,2,1,1,0,0,0,6577,857,1,0,1,1,1.633333333,3.333333333,1317,14,1,2,1,29505506_ab3460647ae618fb85e56e852fd948e4-p_f.jpg
80093930,23,0,4,2,1,0,0,1,0,5183,2453,1,0,1,1,2.333333333,5.333333333,1506,15,3,4,2,80093930_67ec5b311b104c153e12c297659f28ef-p_f.jpg
83833496,1,0,3,2,1,0,0,0,0,7318,1768,1,0,1,1,2.633333333,5.333333333,1506,15,2,3,1,83833496_1f53ff80dd2b81090d630d634edfcb1d-p_f.jpg
305428416,38,0,2,2,2,0,0,0,0,5488,1645,1,0,1,1,2.366666667,5.333333333,1506,15,2,3,1,305428416_eda44e1a2a2a1f7409e5633d63c4b139-p_f.jpg
120898415,21,0,3,1,1,2,0,0,0,5183,1522,1,0,1,1,2.266666667,5.333333333,1506,15,2,3,1,120898415_9318e02586f866f76f69b9ace5630faf-p_f.jpg
29469755,9,0,3,1,0,0,0,0,0,7927,1500,1,0,1,1,2.933333333,3.666666667,1369,15,2,3,1,29469755_3aac0a9a0bd667b618fbdec3f69bb719-p_f.jpg
241933398,33,0,5,1,0,1,0,1,0,9060,1899,1,0,1,1,2.533333333,5.333333333,1506,15,2,3,1,241933398_d48cfe9e61684b219dd15b2a9f7fe4db-p_f.jpg
251035386,16,0,0,2,0,0,0,0,0,5702,1434,1,0,1,1,2.433333333,5.333333333,1506,15,2,2,1,251035386_15e90acd1a36537d52fe3d74648c9626-p_f.jpg
124839386,8,0,8,2,0,1,0,1,2,8281,2040,1,0,1,1,2.466666667,5.333333333,1506,15,3,4,2,124839386_b72a202df071b14abf27a366e01146f1-p_f.jpg
2083966251,2,0,4,1,1,2,0,0,0,5501,2466,1,0,1,1,3,3.666666667,1532,12,3,4,2,2083966251_54272ee63c193fb71e6d2ced3ffdae17-p_f.jpg
110539882,56,0,1,2,0,0,0,0,0,5052,1480,1,0,1,1,2.366666667,5.333333333,1506,15,2,3,1,110539882_6f784e9c6d96aba7f5a747d633c6edd0-p_f.jpg
70334745,1,0,4,1,1,2,0,0,0,6534,2987,1,0,1,1,2.8,3.666666667,1369,15,3,4,2,70334745_f0645f212b7e934dc3e5f2114edc2cb2-p_f.jpg
145656742,42,0,4,2,1,2,0,0,0,6011,2484,1,0,1,1,3.2,3.666666667,1532,12,3,3,2,145656742_534a72b89b58292da7579b161f317d02-p_f.jpg
64842861,54,0,2,2,0,0,0,0,0,43560,2432,1,0,1,1,2.066666667,5.333333333,1506,15,3.5,3,1,64842861_0f7bfe025d6521a831baa2db6430f003-p_f.jpg
121656972,75,0,4,2,0,0,0,0,0,3763,2101,1,0,1,1,2.8,5.333333333,1506,15,3,3,2,121656972_78388440dd418809dbd2850c3e8c070a-p_f.jpg
241933360,15,0,3,1,0,0,0,0,0,6011,1787,1,0,1,1,2.4,5.333333333,1506,15,3,3,2,241933360_046b51484fc19ce2cd903f9b23d98b48-p_f.jpg
70342469,31,0,3,2,0,0,0,0,0,4922,2442,1,0,1,1,2.933333333,5.333333333,1506,15,3,4,2,70342469_bf0cf9eeb99dc4d7b4f1d816b2587323-p_f.jpg
121651465,1,0,4,2,1,2,0,0,0,5488,1695,1,0,1,1,2.933333333,5.333333333,1506,15,2,3,1,121651465_879f48cfd7a3abd93b31e2a1d4aaf0e1-p_f.jpg
80099855,76,0,1,2,0,0,0,0,0,5052,2125,1,0,1,1,2.233333333,5.333333333,1506,15,3,4,2,80099855_4cfd8030141f808ae9ed1d542b14e6fd-p_f.jpg
241933352,25,2,4,2,3,1,0,0,0,5575,1363,1,0,1,1,2.333333333,5.333333333,1506,15,2,3,1,241933352_c65366da736f480cb872dac32adb9005-p_f.jpg
58311735,32,0,2,1,0,1,0,0,0,7230,1586,1,0,1,1,3.066666667,3.666666667,1369,15,3,3,2,58311735_cef2f51c1df156c6cb9ac952c481edff-p_f.jpg
70342449,26,0,3,2,1,3,0,0,0,3659,2068,1,0,1,1,2.933333333,5.333333333,1506,15,3,3,2,70342449_b37d651f3f9b4beb3e3a98f93a4843f2-p_f.jpg
121657933,29,0,3,2,0,0,0,0,0,5140,2101,1,0,1,1,2.966666667,5.333333333,1506,15,3,3,2,121657933_357a591b2648293b24f57b862ee475b2-p_f.jpg
241933346,36,0,6,3,0,0,0,0,0,6229,2395,1,0,1,1,2.3,5.333333333,1506,15,4,5,2,241933346_91a460d844cf3e58000f38f6dec13664-p_f.jpg
145655730,33,0,4,2,1,0,0,0,0,6054,1753,1,0,1,1,3.3,3.666666667,1532,12,2,3,1,145655730_96e9da85a7c2b367c8028fa2dc6677c2-p_f.jpg
29359448,161,0,3,2,2,0,0,1,0,13503.6,3062,1,0,1,1,1.666666667,7,1381,16,3,4,2,29359448_3b02c1aaaee5fd3830433e81049139cd-p_f.jpg
70342421,39,0,3,2,1,0,0,0,0,3615,1788,1,0,1,1,2.866666667,5.333333333,1506,15,3,3,2,70342421_9c65f097147b1094980a3fae59789e73-p_f.jpg
29361485,10,0,7,2,1,2,0,1,0,11761.2,2648,1,0,1,1,2,8.333333333,1476,17,2,4,1,29361485_01c5f8560ada6f93c77eee9a83b7455f-p_f.jpg
121657419,40,0,7,2,1,2,0,1,0,4138,2102,1,0,1,1,2.766666667,5.333333333,1506,15,3,3,2,121657419_4270aaddd84c06673a0c0f743c9c7920-p_f.jpg
249889748,10,0,1,1,0,0,0,0,0,6882,1518,1,0,1,1,2.966666667,3.666666667,1369,15,2,3,1,249889748_299eb4a91ef4aa0303aad4a65f3cd2b3-p_f.jpg
70342416,23,0,3,2,1,1,0,0,0,3659,1111,1,0,1,1,2.966666667,5.333333333,1506,15,2,3,1,70342416_bf6cd221f9158d2cf6d5fdfb74b2c186-p_f.jpg
60136480,33,0,3,2,2,2,0,1,0,9452,2997,1,0,1,1,2.333333333,8.333333333,1476,17,4,4,2,60136480_4db15841d0d547e223947c6f5c24926f-p_f.jpg
241933341,1,0,0,1,0,0,0,0,0,6764,1449,1,0,1,1,2.266666667,5.333333333,1506,15,2,3,1,241933341_1aa394a779098b5b66dca7e791552039-p_f.jpg
58299919,84,0,3,2,2,0,0,0,0,10890,3150,1,0,1,1,1.3,7,1381,16,3,4,2,58299919_90f00025ed9942824a59935cc4b94a85-p_f.jpg
70342415,29,0,3,1,1,1,0,0,0,3659,2101,1,0,1,1,2.966666667,5.333333333,1506,15,3,3,2,70342415_7caafe618ed08c6fab79fd9053529a14-p_f.jpg
241933339,29,0,5,1,2,0,0,1,0,5749,1463,1,0,1,1,2.3,5.333333333,1506,15,2,3,1,241933339_8f25e15f270e6cd5162c824433461bc0-p_f.jpg
83831975,35,0,3,2,2,0,0,1,0,23522.4,3763,1,0,1,1,2.5,8.333333333,1476,17,4,5,1,83831975_32af1ab11c66631a2e7aef271c943ad9-p_f.jpg
58299495,40,0,5,2,0,0,0,0,0,9370,2911,1,0,1,1,1.366666667,7,1381,16,3.5,4,2,58299495_1909c5579db793205e4866bdbe2a1e2a-p_f.jpg
121658410,23,0,5,2,1,4,0,0,0,4007,2038,1,0,1,1,2.8,5.333333333,1506,15,3,3,2,121658410_f94ac387cf20a9d2811fa9b8708b0a7f-p_f.jpg
80094839,2,0,4,2,0,0,0,0,0,5227,1493,1,0,1,1,2.2,5.333333333,1506,15,2,3,1,80094839_abb893089860e58045f09b51842c7db5-p_f.jpg
70342410,15,0,3,1,1,2,0,0,0,3659,2068,1,0,1,1,2.966666667,5.333333333,1506,15,3,3,2,70342410_4a1c7cbfe93fabe4112f2f561f3b183b-p_f.jpg
60136474,40,0,2,2,3,0,0,2,0,18730.8,3748,1,0,1,1,2.433333333,8.333333333,1476,17,4,5,2,60136474_ab59282206bf477e8ad5c8d1cd4e2588-p_f.jpg
241933332,32,0,5,2,1,2,0,0,0,7187,1527,1,0,1,1,2.2,5.333333333,1506,15,2,3,1,241933332_a8a7068c7d27a77b8281c4182b9deb60-p_f.jpg
241930724,54,0,7,2,1,2,0,2,0,5270,2011,1,0,1,1,2.233333333,5.333333333,1506,15,3,3,2,241930724_48767f4d4396553ad360f8a097a89218-p_f.jpg
29361380,40,0,3,1,0,1,0,1,0,8624,3420,1,0,1,1,1.566666667,7,1381,16,3,5,2,29361380_1442a83ffaade497c25f9bf573612f47-p_f.jpg
64710470,45,0,3,2,0,3,0,1,0,41382,5777,1,0,1,1,2.533333333,8.333333333,1476,17,5,5,2,64710470_cb3456a1c73db35e07777c8c743aa977-p_f.jpg
241933327,24,0,6,1,0,0,0,0,0,6621,1717,1,0,1,1,2.233333333,5.333333333,1506,15,2,3,1,241933327_2a33e2a3e09e4b255d3cdb84678cf9dd-p_f.jpg
58299964,6,0,3,3,1,2,0,2,0,17424,3423,1,0,1,1,2.1,8.333333333,1476,17,0,4,2,58299964_747f1d8b4915b675bca16aff4f6bcc2d-p_f.jpg
83815377,17,0,3,2,0,0,0,0,0,6534,3658,1,0,1,1,1.866666667,8.333333333,1476,17,4,5,2,83815377_8338c24f7190b2552190f19a45256e13-p_f.jpg
110538896,21,0,7,2,0,0,0,1,0,4530,1136,1,0,1,1,3.133333333,5.333333333,1506,15,2,3,1,110538896_5553adba3a74b545b975c3467bcc86ff-p_f.jpg
145657223,30,0,6,2,2,1,0,1,0,8973,2216,1,0,1,1,3.1,3.666666667,1532,12,3,4,2,145657223_d27e3e7dbfada17118138f1bfdff4539-p_f.jpg
29515030,167,0,2,2,0,3,0,0,0,8929,3346,1,0,1,1,1.833333333,5.333333333,1506,15,4,5,1,29515030_fde06f2f1d414c017b5bbcce94e988c1-p_f.jpg
29361349,1,0,6,1,1,4,0,0,0,9583,2599,1,0,1,1,1.633333333,7,1381,16,2,3,1,29361349_934a26383274a960baea20cd004775a5-p_f.jpg
79981894,32,0,4,4,2,1,0,1,0,6011,3206,1,0,1,1,2.6,5.333333333,1506,15,3,5,2,79981894_cc56db112c44678a1c3b12d0e8b9fdd4-p_f.jpg
250997722,38,0,4,2,2,3,0,1,0,8407,2788,1,0,1,1,2.266666667,5.333333333,1506,15,3,4,2,250997722_cb8b4c54894171aebd9ead868a5d52c1-p_f.jpg
241930822,30,0,3,1,2,1,0,3,0,12196.8,2977,1,0,1,1,1.933333333,5.333333333,1506,15,3,4,1,241930822_20f9982f5941efbe0aef517584d797cf-p_f.jpg
29361348,40,0,2,2,2,2,0,1,0,8276,3450,1,0,1,1,1.666666667,7,1381,16,4,4,2,29361348_972b827469f1d8d7d170e9a25b122b7d-p_f.jpg
70342483,16,0,3,2,1,0,0,0,0,4617,2068,1,0,1,1,3.033333333,5.333333333,1506,15,3,4,2,70342483_494502d14949e1e150d714c8ad5b3a89-p_f.jpg
79977321,53,0,3,2,0,0,0,0,0,5052,1364,1,0,1,1,2.3,5.333333333,1506,15,2,3,1,79977321_884d82b2142a7203df4685ebb4b6f628-p_f.jpg
29361346,32,0,3,2,2,1,0,1,0,7710,3124,1,0,1,1,1.666666667,7,1381,16,3,4,2,29361346_efe5ea8072d7d46d2be5a0e11e79a9b6-p_f.jpg
29361452,89,0,5,2,2,4,0,0,0,5793,2070,1,0,1,1,1.9,8.333333333,1476,17,3,4,2,29361452_a76b743bb943024f5b936bbf1022f783-p_f.jpg
29469720,23,0,3,2,0,1,0,0,0,6446,1031,1,0,1,1,2.633333333,3.666666667,1369,15,2,3,1,29469720_0c914a42f226e0888fedf01c1795495f-p_f.jpg
29515821,32,0,4,1,2,0,0,1,0,11761.2,2427,1,0,1,1,1.8,5.333333333,1506,15,3,3,1,29515821_dfec8068ed57b79d80f79aeb53e89759-p_f.jpg
29361451,38,0,4,1,1,1,0,1,0,5880,1838,1,0,1,1,1.9,8.333333333,1476,17,3,3,2,29361451_86d5d2186011edd2bfbed10657f61a19-p_f.jpg
70342475,33,0,4,2,1,1,0,1,0,6969,2442,1,0,1,1,2.966666667,5.333333333,1506,15,3,4,2,70342475_47ba545f8d30d79930ead321dcbf11cf-p_f.jpg
89552218,41,0,3,2,3,0,0,0,0,4791,1420,1,0,1,1,2.5,5.333333333,1506,15,2,3,1,89552218_a3f25643e15069a459e4ed4b268f453f-p_f.jpg
29361328,41,0,3,2,2,3,0,0,0,9583,2617,1,0,1,1,1.466666667,7,1381,16,3,4,1,29361328_89a742853dafe9425c76ae1e55962ab7-p_f.jpg
249891216,30,0,3,2,1,4,0,1,0,6316,2730,1,0,1,1,3.4,3.666666667,1532,12,3,4,2,249891216_997469d6df4e32071b9d766a86a87bab-p_f.jpg
29515814,1,0,4,2,1,0,0,1,0,13068,2116,1,0,1,1,1.8,5.333333333,1506,15,2,4,1,29515814_7e50526a68091654415979e1758255f2-p_f.jpg
29361319,28,0,3,2,3,0,0,0,0,11325.6,3705,1,0,1,1,1.5,7,1381,16,4,4,2,29361319_442955fc66a8fc4df282ac4b4b972c56-p_f.jpg
305427312,16,0,2,2,0,2,0,1,0,5619,2507,1,0,1,1,2.366666667,5.333333333,1506,15,3,4,2,305427312_1a47f209a39eba3070abd48d673ddc31-p_f.jpg
70342382,24,0,4,1,0,0,0,0,0,6185,2068,1,0,1,1,3.066666667,5.333333333,1506,15,3,3,2,70342382_c66ac96b57d4c08b3ebac149f38bbff1-p_f.jpg
58311715,26,0,5,2,0,0,0,0,0,6290,1586,1,0,1,1,3.066666667,3.666666667,1369,15,3,4,2,58311715_abb893089860e58045f09b51842c7db5-p_f.jpg
29361436,104,0,4,2,2,1,0,1,0,6141,2677,1,0,1,1,2,8.333333333,1476,17,3,4,2,29361436_40e30e7b7fed8630cf2e9d71bda9d512-p_f.jpg
29361317,38,0,3,2,1,0,0,0,0,15246,3189,1,0,1,1,1.533333333,7,1381,16,4,4,2,29361317_0551e1d7a57e26bef9dccc8d75f5d102-p_f.jpg
241933309,36,0,4,1,0,0,0,0,0,6011,2699,1,0,1,1,2.266666667,5.333333333,1506,15,3,4,2,241933309_5466499e4092a2a4f60d226d46e11e02-p_f.jpg
83821378,81,0,3,2,0,3,0,0,0,7274,1652,1,0,1,1,2.5,5.333333333,1506,15,2,3,1,83821378_7c3c0789ca9359e11dba0c3e18e217b8-p_f.jpg
29361308,32,0,3,1,0,0,0,0,0,9844,3404,1,0,1,1,1.533333333,7,1381,16,3,5,2,29361308_e5efe3ef836d577a16265d2eab014a1b-p_f.jpg
29469712,27,0,5,2,1,0,0,0,0,6926,1358,1,0,1,1,2.7,3.666666667,1369,15,2,3,1,29469712_33a36f845d6fbc3c598b01ee44ecfa02-p_f.jpg
29361425,38,0,4,1,0,0,0,0,0,6011,2014,1,0,1,1,1.966666667,8.333333333,1476,17,3,4,2,29361425_392bdb768ad49a89d4380c5f08a967f0-p_f.jpg
