zpid,numOfPhotos,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,lotSizeSqFt,livingAreaSqFt,numOfPrimarySchools,numOfElementarySchools,numOfMiddleSchools,numOfHighSchools,avgSchoolDistance,avgSchoolRating,avgSchoolSize,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,numOfStories,homeImage
29355445,30,0,2,1,0,0,0,0,0,7840,2985,1,0,1,1,0.666666667,7,1483,16,3,3,1,29355445_b98b5466f0be9e8a84e978cb6acc58d2-p_f.jpg
29437374,11,0,1,1,0,0,0,0,0,9801,1400,1,0,1,1,3.066666667,5.333333333,1236,13,2,3,1,29437374_c3523f38cf9d825f791fd6883529cdfe-p_f.jpg
29433733,46,0,4,2,2,2,0,1,0,12196.8,3741,1,0,1,1,0.933333333,7,1523,17,3,4,2,29433733_d0557ecf85a4454a50ad62f3810acd1e-p_f.jpg
29349443,40,0,5,1,0,0,0,0,0,13503.6,4053,1,0,1,1,2.2,7,1177,16,4,5,2,29349443_0a197b7592aa4cfc8c2284a28ed279fc-p_f.jpg
29437367,23,0,3,1,0,0,0,0,0,6838,1500,1,0,1,1,3.1,5.333333333,1236,13,2,4,1,29437367_3a11aeec9d5f592ddff106e5660a5dd5-p_f.jpg
29437227,39,0,2,1,0,0,0,1,0,9713,2151,1,0,1,1,2.266666667,6.666666667,1486,15,2,3,1,29437227_c9b7aef4d06d39d5dc1ffa8dcf1d60d0-p_f.jpg
89461434,20,0,4,3,0,0,0,0,0,13503.6,4809,1,0,1,1,3.033333333,7,1177,16,5,4,2,89461434_9ddb53143f61f14cd14d7eba42912082-p_f.jpg
29437366,23,0,3,2,0,1,0,0,0,6838,1358,1,0,1,1,3.1,5.333333333,1236,13,2,3,1,29437366_2686b869fcbb7da5d99394bd50c1351d-p_f.jpg
29433727,57,0,6,1,0,0,0,0,0,10367,2203,1,0,1,1,1,7,1523,17,3,4,1,29433727_88d74b899af58ce12f8e7d4bc8138648-p_f.jpg
64482430,39,0,4,2,2,1,0,0,0,10802,4420,1,0,1,1,1.1,7,1483,16,4,4,2,64482430_3400de3927cdd42399454ed7819a43a6-p_f.jpg
29432726,22,0,4,1,0,0,0,0,0,16552.8,2233,1,0,1,1,0.733333333,7,1523,17,3,3,1,29432726_20a187b34c137b8ed93454360dd94ded-p_f.jpg
29358429,1,0,3,2,0,0,0,0,0,10280,1837,1,0,1,1,0.866666667,7,1483,16,2,3,1,29358429_c92431f8f159a588735fe005d548f2d7-p_f.jpg
64603928,40,0,4,2,2,2,0,1,0,12632.4,4500,1,0,1,1,1.1,7,1483,16,5,4,2,64603928_995e7e14b94c42d24c63f7ae032a1f4b-p_f.jpg
29437216,22,0,4,2,0,0,0,0,0,9626,2002,1,0,1,1,2.3,6.666666667,1486,15,2,3,1,29437216_b8eb6ea067c2d74dab8845a139f6d887-p_f.jpg
29353426,37,0,3,1,0,0,0,0,0,11325.6,2761,1,0,1,1,0.6,7,1483,16,3,4,2,29353426_4261d123491bad3c8921c37235b0931c-p_f.jpg
29435855,26,0,5,2,0,0,0,0,0,5357,1058,1,0,1,1,1.6,4,1073,13,2,2,1,29435855_dceb8c6ded07cf51dc33ba3dea660af4-p_f.jpg
29432716,31,0,4,2,2,0,0,0,0,12196.8,2730,1,0,1,1,0.733333333,7,1523,17,3,5,2,29432716_9ff1f7dcc235b9b2bdbd0823d7abf14a-p_f.jpg
29349426,40,0,1,2,0,0,0,0,0,12196.8,4800,1,0,1,1,1.266666667,7,1483,16,6,6,3,29349426_28a811c47c289b15757f9c2fc851d7b5-p_f.jpg
29437214,31,0,3,1,0,0,0,0,0,9016,2006,1,0,1,1,2.3,6.666666667,1486,15,2,4,1,29437214_24e6e430eb599cd9c60f45383c9492a3-p_f.jpg
58303994,28,0,3,1,0,0,0,0,0,8276,1441,1,0,1,1,1.8,4,1073,13,2,3,1,58303994_45c613c3c069d0847d1b5f8d6d77b590-p_f.jpg
58299713,3,0,2,3,0,0,0,0,0,11761.2,1637,1,0,1,1,0.933333333,7,1523,17,2,3,1,58299713_0dbc33210df65d733007f98cfe00dd9a-p_f.jpg
29435845,15,0,4,1,0,0,0,0,0,4268,1042,1,0,1,1,1.633333333,4,1073,13,2,2,1,29435845_1473b8d750b0d7827962eee5f72a191b-p_f.jpg
29355922,1,0,4,2,1,2,0,2,0,8712,3112,1,0,1,1,1.3,7,1483,16,4,3,2,29355922_f8c1713b414f11e6cb614c079539b2c9-p_f.jpg
58299711,37,0,7,2,2,0,0,0,0,11325.6,2065,1,0,1,1,0.966666667,7,1523,17,2,4,1,58299711_7db356720c85b5afb3f5dc6c30c5f01f-p_f.jpg
29433845,18,0,2,3,0,0,0,0,0,7100,1530,1,0,1,1,2.166666667,4,1073,13,2,3,1,29433845_3c4a77374677139ba68fa20b0ee12a8e-p_f.jpg
29352920,19,0,2,1,0,0,0,0,0,12196.8,2742,1,0,1,1,0.566666667,7,1483,16,3,4,1,29352920_a91a3bbf03d542fa3dd985db8a8dee1a-p_f.jpg
29437211,33,0,1,2,0,0,0,0,0,9757,2782,1,0,1,1,2.266666667,6.666666667,1486,15,4,5,2,29437211_20ae2eefb65b7e2b3b54fd0d1de469e1-p_f.jpg
58302844,29,0,6,2,2,2,0,1,0,4613,1043,1,0,1,1,2,4,1073,13,2,1,1,58302844_bcec9316de66836d9ee5045ba4d7c960-p_f.jpg
29356413,35,0,4,2,0,0,0,0,0,3920,1475,1,0,1,1,0.766666667,7,1483,16,3,2,2,29356413_ab437e1051c20f0a472446d644457a69-p_f.jpg
29432702,20,0,6,2,0,0,0,0,0,12632.4,1939,1,0,1,1,0.733333333,7,1523,17,2,4,1,29432702_013398e563d700e07d1880b813c87fa3-p_f.jpg
29432701,7,0,4,2,0,0,0,0,0,11761.2,2080,1,0,1,1,0.733333333,7,1523,17,3,4,1,29432701_bcda96ca2060a2a92f1c77d6bdbfd202-p_f.jpg
29353495,25,0,5,2,2,1,0,1,0,11761.2,2657,1,0,1,1,0.633333333,7,1483,16,2,3,1,29353495_86b33ac3fe25fb5d5b71fec4970ba04b-p_f.jpg
29433491,28,0,3,0,0,1,0,0,0,7187,1334,1,0,1,1,1.1,3.666666667,1002,14,2,3,1,29433491_6fa46f56f7954afd27c663766b7f666a-p_f.jpg
29438187,37,0,3,2,1,1,0,0,0,11325.6,2756,1,0,1,1,2.366666667,6.666666667,1486,15,4,5,2,29438187_3f752e8d5f6abfb8e1dc63cdfbe4492b-p_f.jpg
29432831,25,0,1,2,1,0,0,0,0,7187,1408,1,0,1,1,1.066666667,3.666666667,1002,14,2,3,1,29432831_2b75791dfd325f34e75089d1c09d4a87-p_f.jpg
29353902,40,0,3,2,0,0,0,0,0,25264.8,3682,1,0,1,1,1.8,7,1483,16,4,4,2,29353902_c4a08c234b17a46048366c876eafb429-p_f.jpg
29435828,30,0,4,2,0,0,0,1,0,4094,1064,1,0,1,1,1.8,4,1073,13,2,2,1,29435828_7380a6690e2c206e265c60303bb27dd5-p_f.jpg
58299679,41,0,2,2,1,1,0,0,0,17859.6,2203,1,0,1,1,1.1,7,1523,17,2,3,2,58299679_e5ddf1ddd2095820705b9055ba624eac-p_f.jpg
58303827,28,0,4,1,0,1,0,0,0,7448,1303,1,0,1,1,2,4,1073,13,2,3,1,58303827_b58f7608c5d8dc8e5bf30371d8bdfacc-p_f.jpg
29355488,28,0,6,1,1,2,0,2,0,6098,1769,1,0,1,1,0.733333333,7,1483,16,2,3,1,29355488_f861eddc7a03cf3217d9cf302f436ea1-p_f.jpg
29438175,35,0,6,1,0,0,0,0,0,9844,1991,1,0,1,1,2.3,6.666666667,1486,15,2,3,1,29438175_3f1cf6cbe9f861c14cd3aa5a7b34ea09-p_f.jpg
58299669,5,0,4,2,0,0,0,0,0,12196.8,2400,1,0,1,1,1.033333333,7,1523,17,3,5,1,58299669_35acbc2eb9461a2304e6e65cb15b6246-p_f.jpg
241929891,24,0,4,1,0,0,0,0,0,12196.8,3525,1,0,1,1,0.833333333,7,1483,16,5,5,2,241929891_ad84786c8e0dc7e7fa2c6b84dd5350b5-p_f.jpg
29437431,32,0,3,2,1,0,0,0,0,7623,2391,1,0,1,1,3.133333333,5.333333333,1236,13,3,4,2,29437431_58215238db057552a162f0a650e8d8fc-p_f.jpg
58299666,19,0,3,1,0,0,0,0,0,9844,2257,1,0,1,1,1.033333333,7,1523,17,2,3,1,58299666_66e8b1b2f1b8451e167a4f39e0d1e457-p_f.jpg
29432818,1,0,1,1,0,0,0,0,0,8276,1264,1,0,1,1,0.933333333,3.666666667,1002,14,2,3,1,29432818_dd8c6041811405a29dbcd8cbce524990-p_f.jpg
29353390,111,0,4,2,2,2,0,2,0,9670,2214,1,0,1,1,0.666666667,7,1483,16,2,4,1,29353390_bef180fb8cece86f12186009570f651e-p_f.jpg
29432309,19,0,4,1,0,0,0,0,0,8232,1686,1,0,1,1,1.233333333,4.333333333,983,14,2,3,1,29432309_1a22332b8df416af00f750de8b690f9f-p_f.jpg
111972888,46,0,4,2,0,0,0,0,0,10236,2137,1,0,1,1,0.933333333,7,1483,16,27,4,1,111972888_a88e572d95e496b1b5d9a591800497c4-p_f.jpg
29435808,19,0,4,2,0,1,0,1,0,4181,962,1,0,1,1,1.8,4,1073,13,1,2,1,29435808_ceb9990eef414984b67584eba10ca6f5-p_f.jpg
29432642,34,0,3,1,0,0,0,0,0,13939.2,2748,1,0,1,1,0.833333333,7,1523,17,3,4,1,29432642_714bdd0ace3f5462102e0f41e1461d37-p_f.jpg
58304804,79,0,3,2,2,1,0,0,0,17859.6,2790,1,0,1,1,1.5,4,1073,13,3,4,2,58304804_b99c1bc3e50c90bf3462b16e28932fee-p_f.jpg
29432295,1,0,0,1,0,0,0,0,0,8712,1576,1,0,1,1,1.233333333,4.333333333,983,14,2,3,1,29432295_32895857d6268cb1af65dd5bb23f3c05-p_f.jpg
29438138,15,0,4,2,0,0,0,0,0,9626,1655,1,0,1,1,2.333333333,6.666666667,1486,15,2,4,1,29438138_1666fca4e623b81e5de12f8bd4849df9-p_f.jpg
58303785,23,0,6,2,0,0,0,0,0,6882,1309,1,0,1,1,2,4,1073,13,2,3,1,58303785_501445a6ab85677a7582a273e7f66b72-p_f.jpg
29432637,30,0,3,1,0,0,0,1,0,13068,2054,1,0,1,1,0.766666667,7,1523,17,3,3,1,29432637_9bbc08a0141f4ee76e97987c4f39db09-p_f.jpg
62605135,34,0,2,2,0,0,0,0,0,8668,1114,0,0,1,1,2.25,6.5,1807,16,2,2,1,62605135_1c45d9f0e44378d1f0a679ceaea30214-p_f.jpg
29432284,21,0,1,1,0,0,0,1,0,8237,1496,1,0,1,1,1.2,3.666666667,1002,14,2,3,1,29432284_78302c91320e648492f55eebf1437769-p_f.jpg
29349467,115,0,4,3,0,0,0,0,0,10890,3697,1,0,1,1,2.366666667,7,1177,16,4,4,3,29349467_e2fd735ee539187df5b16ec4042a8931-p_f.jpg
29438124,36,0,4,1,0,0,0,0,0,9147,2221,1,0,1,1,2.333333333,6.666666667,1486,15,3,5,1,29438124_5054172529e0c79b3408043a2ca98340-p_f.jpg
70331967,36,0,3,2,0,0,0,0,0,11761.2,3498,1,0,1,1,1.666666667,7,1483,16,4,4,2,70331967_e5fa2fbf2a74880b67127205800d7cc1-p_f.jpg
58303783,34,0,1,1,0,0,0,0,0,6838,1117,1,0,1,1,2,4,1073,13,2,3,1,58303783_f2ae3098dfb5cd1018963fd4995ccfaf-p_f.jpg
29432116,33,0,3,1,1,2,0,1,0,7901,1670,1,0,1,1,0.933333333,7,1523,17,2,3,1,29432116_28e595dc8b5cd366d1ccc4573d111476-p_f.jpg
29352985,31,0,0,1,4,3,0,0,0,10585,2430,1,0,1,1,0.6,7,1483,16,3,4,1,29352985_523435b59b2413fd27ef69b6ac3130c0-p_f.jpg
29353379,1,0,2,2,0,0,0,0,0,9147,1970,1,0,1,1,0.6,7,1483,16,2,4,1,29353379_8d863bc4b4a453a4e759d46f41089d6c-p_f.jpg
29438113,1,0,0,1,0,0,0,0,0,17424,1936,1,0,1,1,2.066666667,6,1474,15,2,3,1,29438113_ac46f2d3e7964d9f9a5153bfff924993-p_f.jpg
29356377,39,0,6,1,1,0,0,1,0,5183,1601,1,0,1,1,0.766666667,7,1483,16,2,1,1,29356377_ceb91946385b8af060d32026e32c9de2-p_f.jpg
29432283,29,0,3,1,0,0,0,0,0,7884,1790,1,0,1,1,1.2,3.666666667,1002,14,2,4,1,29432283_eec4d2f3a3d09d0e2185d3a1408c2437-p_f.jpg
29351376,27,0,2,1,3,1,0,3,0,10018,3007,1,0,1,1,3.033333333,7,1177,16,3,4,2,29351376_84c1a3097f4d8e44519f563d9cf19bda-p_f.jpg
29432650,9,0,6,1,0,0,0,0,0,14810.4,2558,1,0,1,1,0.8,7,1523,17,3,4,2,29432650_4cbb34a6cebf481a035b61d63a6482c3-p_f.jpg
29349375,23,0,6,2,0,0,0,0,1,20037.6,2831,1,0,1,1,0.733333333,7,1483,16,2,3,1,29349375_f315ee79591813a2faddffc47ece1241-p_f.jpg
58299592,34,0,6,2,0,0,0,0,0,5140,2500,1,0,1,1,0.966666667,7,1523,17,3,4,2,58299592_4005e1c1d9548ce4050a12f4dd26b02a-p_f.jpg
29349874,1,0,4,1,0,0,0,0,0,5649,1450,1,0,1,1,0.666666667,7,1483,16,2,3,2,29349874_6f8b7418f2c0d9121504168ad501bc45-p_f.jpg
58299590,1,0,3,1,1,0,0,0,0,12196.8,2645,1,0,1,1,0.966666667,7,1523,17,3,3,2,58299590_f6ce24f60a38b9f631c452c960204af9-p_f.jpg
70331968,25,0,4,1,1,1,0,0,0,11761.2,4200,1,0,1,1,1.666666667,7,1483,16,4,3,2,70331968_feb553e0af5049e2e84ba8241a2c213e-p_f.jpg
29435765,1,0,4,2,3,1,0,0,0,7514,1377,1,0,1,1,1.8,4,1073,13,2,3,1,29435765_24c7c1da7d82196b1d0ae780faaacc06-p_f.jpg
29438086,1,0,0,1,0,0,0,0,0,10018,2766,1,0,1,1,2.333333333,6.666666667,1486,15,3,4,2,29438086_b2ce7b7b47bc1ebe319e3009a65305e8-p_f.jpg
29353860,32,0,2,2,0,0,0,0,0,8054,2356,1,0,1,1,1.4,7,1483,16,2,2,1,29353860_eaa22ef2e4d7ab50ddcb73da7963734b-p_f.jpg
29432262,26,0,2,2,0,0,0,0,0,10280,1891,1,0,1,1,1.233333333,3.666666667,1002,14,2,4,1,29432262_af02f618d70e0aa6518c8d86110944c4-p_f.jpg
29353857,39,0,4,2,1,1,0,2,0,6272,1968,1,0,1,1,1.4,7,1483,16,2,3,1,29353857_c65ce12fadb084f36dcd8dd16d1a8e43-p_f.jpg
58299585,34,0,0,1,0,0,0,0,0,15681.6,2558,1,0,1,1,1.133333333,7,1523,17,3,4,2,58299585_6832d4aeb66244387213650eec1cc063-p_f.jpg
29434259,42,0,4,2,0,0,0,0,0,9844,1511,1,0,1,1,2.066666667,4,1073,13,2,3,1,29434259_e377b1309155ec88228c780a2a8b2a3e-p_f.jpg
29356469,37,0,4,1,0,0,0,0,0,9321,2356,1,0,1,1,0.866666667,7,1483,16,3,4,2,29356469_2ba22c5dbaa8e34234fd4c7c41fa70b5-p_f.jpg
58299082,16,0,3,1,0,0,0,0,0,10018,2181,1,0,1,1,0.7,7,1523,17,3,4,2,58299082_13132bcdcefa3d421654acb89eb09067-p_f.jpg
29432259,26,0,3,2,4,1,0,0,0,7840,1541,1,0,1,1,1.133333333,3.666666667,1002,14,2,3,1,29432259_e58d8ccac7b2f9385b37e221eefcbe96-p_f.jpg
29353853,34,0,2,2,1,0,0,0,0,4007,1973,1,0,1,1,1.4,7,1483,16,3,2,2,29353853_38963d73427b6c1640437fac301032d1-p_f.jpg
58299072,1,0,4,1,0,0,0,1,0,11325.6,2002,1,0,1,1,0.766666667,7,1523,17,2,3,1,58299072_0d1fcd05fd3bc03129845d9e694511b2-p_f.jpg
29438067,99,0,7,2,4,0,0,0,0,10018,2022,1,0,1,1,2.366666667,6.666666667,1486,15,2,4,1,29438067_343f91df2b97ce3c304185e768f95dcf-p_f.jpg
29356347,22,0,0,1,0,0,0,0,0,13939.2,3358,1,0,1,1,0.733333333,7,1483,16,3,4,2,29356347_7f4fabd380da6d88bde660ffa8389752-p_f.jpg
29438047,1,0,7,2,3,3,0,1,0,16988.4,2416,1,0,1,1,2.033333333,6,1474,15,2,4,2,29438047_feb02e9891c9f8bf2531cf63dcf9d819-p_f.jpg
29434250,27,0,3,1,1,2,0,1,0,11761.2,1594,1,0,1,1,2.133333333,4,1073,13,2,3,1,29434250_8d3cd32f0287859e63a4c5de763c717d-p_f.jpg
58299044,45,0,6,3,0,0,0,0,0,17424,2892,1,0,1,1,0.8,7,1523,17,4,4,1,58299044_8d70598ddc10bf711541e4700981021b-p_f.jpg
58299543,57,0,4,2,0,0,0,0,0,12632.4,2221,1,0,1,1,1.066666667,7,1523,17,3,3,2,58299543_f7b174876087ec7291bb195b73789bba-p_f.jpg
63834832,28,0,5,2,0,0,0,0,0,7100,2708,1,0,1,1,1.466666667,7,1483,16,3,3,2,63834832_ea17d93fa91c7e4f916e871d8b016a82-p_f.jpg
29434244,40,0,4,2,0,0,0,0,0,8319,1563,1,0,1,1,2.033333333,4,1073,13,2,3,1,29434244_791a57dd6a7e7a79ef063a6f4846d28c-p_f.jpg
58299030,31,0,4,2,0,0,0,0,0,13503.6,2561,1,0,1,1,0.833333333,7,1523,17,2,4,1,58299030_5a23a612e475931c8e85f8491fd81608-p_f.jpg
29353832,26,0,2,2,0,0,0,0,0,4051,2625,1,0,1,1,1.366666667,7,1483,16,3,3,2,29353832_dc025aafc63d9ad5d1b2d564124494a3-p_f.jpg
29434243,25,0,2,1,0,0,0,0,0,7971,1382,1,0,1,1,2.033333333,4,1073,13,2,3,1,29434243_36bb755dde839c1106e4079c0d06149c-p_f.jpg
58299025,26,0,2,2,1,0,0,0,0,12632.4,2260,1,0,1,1,0.8,7,1523,17,3,3,1,58299025_091c2d32b9f6832335c4d66a0fb2d916-p_f.jpg
29435738,29,0,6,1,2,0,0,0,0,4573,1074,1,0,1,1,1.8,4,1073,13,2,3,1,29435738_7bb9615613b332b4a5c86aa56188a079-p_f.jpg
29434235,30,0,4,2,0,0,0,0,0,7100,1454,1,0,1,1,1.966666667,4,1073,13,2,3,1,29434235_b4b5acbbb5c1596f1fcd146c983036ff-p_f.jpg
29353323,26,0,4,2,0,0,0,1,0,2570,1623,1,0,1,1,1.433333333,7,1483,16,2,2,2,29353323_55c4dea525e3a740a0429a5e868c8cba-p_f.jpg
29353319,27,0,3,1,0,0,0,0,0,4704,2424,1,0,1,1,1.433333333,7,1483,16,2,3,1,29353319_06168aa11299ed96be095105a2551bbd-p_f.jpg
29434234,53,0,2,2,1,0,0,0,0,9713,1456,1,0,1,1,1.966666667,4,1073,13,2,3,1,29434234_b51878e91d2795f8905f1d833b3484a0-p_f.jpg
29355818,21,0,3,1,0,0,0,0,0,9147,2622,1,0,1,1,0.9,7,1483,16,3,4,2,29355818_637d4feaf57ffbaefd20300159eb8ae8-p_f.jpg
29434227,24,0,2,1,0,0,0,0,0,7927,1450,1,0,1,1,2.033333333,4,1073,13,2,3,1,29434227_9763088ca698816e11b47b45db8c53f3-p_f.jpg
29349817,15,0,3,3,2,1,0,1,0,2871,1020,1,0,1,1,0.733333333,7,1483,16,2,2,2,29349817_4fd9384b5d1b2e97f95c341c599ab5eb-p_f.jpg
29358814,69,0,1,2,0,0,0,0,0,12632.4,3040,1,0,1,1,1.433333333,7,1483,16,3,4,1,29358814_e461624ddad13c08747212aba0faab76-p_f.jpg
29353312,37,0,3,1,0,0,0,0,0,11761.2,2898,1,0,1,1,1.8,7,1483,16,4,4,2,29353312_adc0d8604ef88c78a7ab5a32e6c9b89f-p_f.jpg
29353810,40,0,4,1,0,0,0,0,0,53578.8,3346,1,0,1,1,1.433333333,7,1483,16,2,2,1,29353810_689cc0d3ddc02b5c0a2736709ca0720a-p_f.jpg
29355809,35,0,3,2,2,3,0,2,0,9670,2638,1,0,1,1,0.9,7,1483,16,2,5,1,29355809_6bfaad94f0b11028e20a02e3208ffe61-p_f.jpg
29349809,36,0,5,0,0,0,0,0,0,2662,946,1,0,1,1,0.7,7,1483,16,2,2,2,29349809_ed03805e08cc1e4ca6aca02a5649ca57-p_f.jpg
29353306,40,0,3,2,0,0,0,1,0,12196.8,2678,1,0,1,1,1.833333333,7,1483,16,3,3,2,29353306_7e013f3ad0d09ca13a567e5dda9f6c46-p_f.jpg
29358805,63,0,4,2,2,0,0,1,0,13503.6,3437,1,0,1,1,1.466666667,7,1483,16,3,5,2,29358805_5783e4b839b0a82c1d3a51c4732fad73-p_f.jpg
29434210,28,0,4,1,0,0,0,0,0,25264.8,1584,1,0,1,1,2.166666667,4,1073,13,2,4,1,29434210_ff0b7ebf05672a87ebcdd8450208abfe-p_f.jpg
29353802,80,0,6,2,3,0,0,1,0,7013,1620,1,0,1,1,1.533333333,7,1483,16,3,3,1,29353802_c75de465204f70ec7280ccc45ecf759f-p_f.jpg
29435701,40,0,2,1,0,0,0,0,0,6795,1731,1,0,1,1,1.733333333,4,1073,13,2,4,1,29435701_093163c59832b781f13a7425152769ea-p_f.jpg
29358799,34,0,7,2,0,0,0,0,0,576734.4,6718,1,0,1,1,1.466666667,7,1483,16,6,5,2,29358799_b55a79329c81bb9a9106d3e2de44558b-p_f.jpg
29355789,25,0,0,1,1,2,0,1,0,9583,3044,1,0,1,1,0.9,7,1483,16,3,4,2,29355789_6bbdf22a13f156a41f89b5d9c15f75b5-p_f.jpg
29433990,28,0,2,2,3,0,0,0,0,8537,1607,1,0,1,1,2.1,4,1073,13,2,4,1,29433990_5741a083d6e55aa4d416e8ce0eefbb7e-p_f.jpg
29355788,7,0,2,1,1,0,0,0,0,10846,2293,1,0,1,1,0.9,7,1483,16,3,4,1,29355788_cc22a69db0c0d0c88bd4eca7746c437a-p_f.jpg
29437489,40,0,7,2,0,0,0,0,0,6403,2348,1,0,1,1,1.3,4,1073,13,3,4,2,29437489_92721c126b0a9f16d85171d983dc4ecc-p_f.jpg
29349788,28,0,3,2,1,1,0,0,0,2871,1020,1,0,1,1,0.733333333,7,1483,16,2,2,2,29349788_63f1baeb7d579ec0ac122de133d3f8c9-p_f.jpg
29436188,38,0,5,0,0,0,0,0,0,5562,1042,1,0,1,1,1.433333333,4,1073,13,3,2,2,29436188_cde85455423d7e69a780f6d0e6589287-p_f.jpg
29353285,39,0,3,2,2,2,0,0,0,12196.8,2171,1,0,1,1,1.766666667,7,1483,16,3,3,2,29353285_5c8408c4d008fd535a85efa3f48d7ae5-p_f.jpg
29355783,38,0,3,2,1,0,0,1,0,10062,3435,1,0,1,1,0.9,7,1483,16,4,4,1,29355783_d0eb9d9613b0e8882b1a4a9a2821c9f0-p_f.jpg
29353279,38,0,3,1,3,0,0,2,0,13068,2512,1,0,1,1,1.766666667,7,1483,16,3,4,2,29353279_4f0031840a9eb88075242f756161cd64-p_f.jpg
29432186,24,0,3,2,0,0,0,0,0,8276,1584,1,0,1,1,1.033333333,3.666666667,1002,14,2,4,1,29432186_46df2b88516fac0423ba7c4d524f3ec3-p_f.jpg
29351279,1,0,0,1,0,0,0,0,0,29620.8,3474,1,0,1,1,0.966666667,7,1483,16,4,5,2,29351279_5223742bfb2c6ef54d611545bc68cf41-p_f.jpg
29432183,36,0,2,1,0,0,0,0,0,8407,1453,1,0,1,1,1.033333333,3.666666667,1002,14,2,3,1,29432183_5773a7b42321e40f155bb797e8199256-p_f.jpg
29353278,37,0,3,1,0,0,0,0,0,12196.8,3098,1,0,1,1,1.733333333,7,1483,16,3,4,2,29353278_31ddebf7a0a47bd0813a3cb70fe3c044-p_f.jpg
29358777,40,0,4,2,0,1,0,1,0,16552.8,3935,1,0,1,1,1.366666667,7,1483,16,3,4,2,29358777_f460b9dea228a44779e86d8e8e9e3526-p_f.jpg
58304177,25,0,3,1,0,0,0,0,0,4613,1173,1,0,1,1,1.933333333,4,1073,13,2,3,1,58304177_5332b0a04076ed92ae649818e95de2fb-p_f.jpg
29349775,15,0,4,0,0,0,0,0,0,2788,961,1,0,1,1,0.766666667,7,1483,16,2,2,2,29349775_4c422f9c7101627636b7a936250bcd96-p_f.jpg
29434174,21,0,4,1,0,0,0,0,0,6621,1467,1,0,1,1,2.033333333,4,1073,13,2,3,1,29434174_b9a08b0e64400b36ab4515a24d076eee-p_f.jpg
29353270,33,0,4,1,0,0,0,0,0,13503.6,2362,1,0,1,1,1.733333333,7,1483,16,3,3,1,29353270_f707f0664dedcad8f53d1f2f0e74bd54-p_f.jpg
29351270,5,0,1,2,2,1,0,0,0,14810.4,2533,1,0,1,1,0.966666667,7,1483,16,4,4,1,29351270_f22dd1f2ca913b49576c11cc9a201382-p_f.jpg
29433674,29,0,1,1,0,0,0,0,0,10323,1592,1,0,1,1,0.933333333,3.666666667,1002,14,2,3,1,29433674_7b1dc4e4b49655a23dfa27fd23ea8cb9-p_f.jpg
29349769,26,0,3,0,0,0,0,0,0,2091,819,1,0,1,1,0.666666667,7,1483,16,2,1,2,29349769_68d63f5a22261c51c1a79edca0c2e1ed-p_f.jpg
29433667,88,0,3,2,2,0,0,0,0,10454,1577,1,0,1,1,0.933333333,3.666666667,1002,14,3,4,2,29433667_522d1bb6d2f4c2a6d852de50057913b5-p_f.jpg
29358768,40,0,7,2,0,0,0,0,0,15246,2492,1,0,1,1,1.366666667,7,1483,16,3,3,2,29358768_4660d24acfc3e066bc92daef7e826493-p_f.jpg
58304166,26,0,5,1,1,2,0,1,0,4613,1173,1,0,1,1,1.933333333,4,1073,13,2,3,1,58304166_f9f87238fadaa8abcc9c8beb80c956f6-p_f.jpg
29358767,38,0,4,1,0,0,0,0,0,13503.6,3346,1,0,1,1,1.366666667,7,1483,16,4,5,2,29358767_dfd38cf45d28b0f56202d0acf0fb896d-p_f.jpg
29353764,50,0,0,1,2,0,0,3,0,16988.4,1945,1,0,1,1,1.6,7,1483,16,3,3,2,29353764_a7d532c78b1d115878ec2fec93d3bc01-p_f.jpg
119630659,16,0,3,2,0,2,0,1,0,3584,1365,1,0,1,1,1.066666667,3.666666667,1002,14,3,2,3,119630659_9f4e58f9f0224571900d73c11c199623-p_f.jpg
29433152,25,0,1,2,0,0,0,0,0,7666,1548,1,0,1,1,1.3,4.333333333,983,14,2,3,1,29433152_4d1a5da19b1c58ba173dca2167359909-p_f.jpg
29434149,50,0,3,1,0,0,0,0,0,8668,1484,1,0,1,1,2.033333333,4,1073,13,2,3,1,29434149_0ace5e3536186991b3e303db00f60386-p_f.jpg
58304148,26,0,4,1,0,1,0,0,0,8450,1548,1,0,1,1,1.9,4,1073,13,2,3,2,58304148_a6a1f37570d112d83f6f3b3e2b72877d-p_f.jpg
29434145,38,0,3,2,2,0,0,0,0,6534,1309,1,0,1,1,2.033333333,4,1073,13,2,3,1,29434145_1efb9df09138c2436c6e5af30b67a29b-p_f.jpg
58299471,35,0,3,3,0,0,0,0,0,25264.8,3369,1,0,1,1,2.1,7,1523,17,3,3,2,58299471_5d941dfdb594ee825d821c56c5fa8dc5-p_f.jpg
29434218,64,1,3,2,1,0,0,0,0,7013,1483,1,0,1,1,2.133333333,4,1073,13,2,3,1,29434218_923e3bd1947cc981069c6ff6df84dabc-p_f.jpg
29349760,1,0,8,0,0,0,0,0,0,2858,1018,1,0,1,1,0.6,7,1483,16,2,2,1,29349760_9cccffe2813c50cea6c03d6349069a3c-p_f.jpg
